0,0,0,0,0,0,0
0.002256,-9.0632e-005,-0.0089336,-0.00062815,0.029001,0.0010137,0
0.0060952,-0.00024483,-0.024784,-0.0016934,0.077825,0.0026487,0
0.011005,-0.00044171,-0.045731,-0.0030505,0.13974,0.0046389,0
0.016598,-0.00066525,-0.07016,-0.0045901,0.20991,0.0068112,0
0.022588,-0.00090323,-0.096668,-0.0062302,0.28495,0.0090575,0
0.028763,-0.0011465,-0.12407,-0.0079104,0.36248,0.011314,0
0.034973,-0.0013881,-0.15142,-0.0095867,0.44087,0.013548,0
0.041109,-0.0016234,-0.17797,-0.011227,0.51895,0.01574,0
0.047098,-0.0018488,-0.20319,-0.01281,0.59587,0.017882,0
0.052887,-0.0020623,-0.22674,-0.014321,0.67093,0.019972,0
0.058444,-0.0022627,-0.24843,-0.01575,0.7436,0.022004,0
0.063744,-0.0024494,-0.26819,-0.017091,0.81338,0.023975,0
0.068773,-0.0026224,-0.28604,-0.018343,0.87989,0.025881,0
0.07352,-0.0027821,-0.30209,-0.019506,0.94281,0.027718,0
0.077979,-0.0029292,-0.31644,-0.020581,1.0019,0.029481,0
0.082147,-0.0030643,-0.32926,-0.021573,1.057,0.031165,0
0.086023,-0.0031883,-0.34069,-0.022485,1.108,0.032767,0
0.089607,-0.003302,-0.35089,-0.023322,1.155,0.034284,0
0.092905,-0.0034064,-0.36,-0.024088,1.1979,0.035714,0
0.095921,-0.0035021,-0.36816,-0.024789,1.2368,0.037057,0
0.098665,-0.0035901,-0.37547,-0.025429,1.272,0.038312,0
0.10115,-0.0036708,-0.38206,-0.026014,1.3036,0.039482,0
0.10338,-0.0037451,-0.388,-0.026547,1.3318,0.040568,0
0.10537,-0.0038135,-0.39338,-0.027033,1.3568,0.041574,0
0.10714,-0.0038765,-0.39828,-0.027477,1.3788,0.042501,0
0.10871,-0.0039346,-0.40274,-0.027881,1.3982,0.043355,0
0.11008,-0.0039882,-0.40682,-0.02825,1.4151,0.044138,0
0.11128,-0.0040376,-0.41056,-0.028586,1.4297,0.044856,0
0.11231,-0.0040833,-0.41399,-0.028893,1.4423,0.045512,0
0.1132,-0.0041255,-0.41716,-0.029172,1.4531,0.04611,0
0.11396,-0.0041646,-0.42008,-0.029427,1.4622,0.046654,0
0.1146,-0.0042007,-0.42278,-0.029659,1.4699,0.047149,0
0.11513,-0.0042341,-0.42528,-0.029871,1.4764,0.047599,0
0.11558,-0.0042649,-0.4276,-0.030064,1.4817,0.048006,0
0.11594,-0.0042935,-0.42974,-0.03024,1.486,0.048375,0
0.11622,-0.0043199,-0.43173,-0.030401,1.4895,0.048709,0
0.11645,-0.0043443,-0.43358,-0.030548,1.4922,0.04901,0
0.11662,-0.0043668,-0.43529,-0.030681,1.4944,0.049283,0
0.11675,-0.0043877,-0.43688,-0.030803,1.4959,0.049528,0
0.11684,-0.0044069,-0.43836,-0.030915,1.497,0.04975,0
0.11689,-0.0044247,-0.43973,-0.031016,1.4978,0.049949,0
0.11692,-0.0044411,-0.44099,-0.031109,1.4982,0.050129,0
0.11692,-0.0044562,-0.44217,-0.031193,1.4983,0.050291,0
0.1169,-0.0044701,-0.44326,-0.03127,1.4982,0.050436,0
0.11687,-0.004483,-0.44426,-0.03134,1.4979,0.050567,0
0.11683,-0.0044948,-0.4452,-0.031404,1.4975,0.050684,0
0.11677,-0.0045057,-0.44606,-0.031462,1.497,0.05079,0
0.11671,-0.0045157,-0.44686,-0.031515,1.4964,0.050885,0
0.11664,-0.0045249,-0.44759,-0.031563,1.4957,0.05097,0
0.11657,-0.0045334,-0.44827,-0.031607,1.495,0.051047,0
0.1165,-0.0045411,-0.4489,-0.031647,1.4943,0.051116,0
0.11643,-0.0045483,-0.44947,-0.031684,1.4935,0.051177,0
0.11636,-0.0045548,-0.45001,-0.031717,1.4928,0.051233,0
0.11628,-0.0045608,-0.45049,-0.031747,1.492,0.051283,0
0.11621,-0.0045663,-0.45095,-0.031775,1.4913,0.051327,0
0.11614,-0.0045714,-0.45136,-0.0318,1.4905,0.051367,0
0.11608,-0.004576,-0.45174,-0.031823,1.4898,0.051403,0
0.11601,-0.0045802,-0.45209,-0.031844,1.4892,0.051436,0
0.11595,-0.0045841,-0.45241,-0.031862,1.4885,0.051465,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,0
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
0.11589,-0.0045876,-0.4527,-0.03188,1.4879,0.051491,1
