0,0,0,0,0,0
0.098,0.098,-0.098,0.030788,0.030788,0.030788
0.26853,0.26507,-0.26682,0.083277,0.083435,0.081779
0.49045,0.47873,-0.48445,0.15047,0.15098,0.1453
0.74624,0.72157,-0.73309,0.22702,0.22804,0.21584
1.0216,0.98019,-0.9984,0.30887,0.31047,0.28949
1.3052,1.2444,-1.2691,0.393,0.39512,0.36354
1.5881,1.5067,-1.5367,0.47717,0.47965,0.43616
1.8638,1.7616,-1.7949,0.55975,0.56236,0.50621
2.1277,2.0053,-2.0395,0.6396,0.64203,0.57302
2.3769,2.2356,-2.2683,0.71593,0.71786,0.63629
2.6101,2.451,-2.4801,0.78823,0.78938,0.69597
2.8265,2.6512,-2.675,0.8562,0.85631,0.75213
3.0264,2.8361,-2.8536,0.91971,0.91859,0.80496
3.2104,3.0064,-3.0171,0.97874,0.97624,0.85468
3.3793,3.1628,-3.1666,1.0334,1.0294,0.90149
3.5341,3.3063,-3.3036,1.0837,1.0783,0.94562
3.6758,3.4377,-3.4293,1.1299,1.1231,0.98724
3.8053,3.5582,-3.5449,1.1723,1.1641,1.0265
3.9235,3.6688,-3.6514,1.211,1.2016,1.0636
4.0313,3.7702,-3.7498,1.2462,1.2358,1.0985
4.1294,3.8634,-3.8409,1.2783,1.2669,1.1315
4.2187,3.9492,-3.9254,1.3074,1.2952,1.1625
4.2997,4.0282,-4.0038,1.3338,1.321,1.1918
4.3732,4.1011,-4.0767,1.3576,1.3444,1.2192
4.4397,4.1685,-4.1445,1.3792,1.3656,1.245
4.4997,4.2308,-4.2077,1.3987,1.3849,1.2692
4.5539,4.2884,-4.2665,1.4163,1.4024,1.2918
4.6027,4.3419,-4.3212,1.4321,1.4183,1.313
4.6466,4.3914,-4.3723,1.4464,1.4327,1.3327
4.686,4.4374,-4.4197,1.4592,1.4457,1.3512
4.7213,4.48,-4.4639,1.4708,1.4576,1.3683
4.7529,4.5196,-4.5051,1.4811,1.4683,1.3843
4.7811,4.5563,-4.5433,1.4904,1.478,1.3991
4.8063,4.5904,-4.5788,1.4988,1.4868,1.4128
4.8288,4.6221,-4.6118,1.5063,1.4948,1.4256
4.8488,4.6514,-4.6425,1.513,1.502,1.4374
4.8666,4.6787,-4.6709,1.519,1.5085,1.4483
4.8823,4.704,-4.6972,1.5244,1.5144,1.4584
4.8963,4.7274,-4.7216,1.5293,1.5198,1.4677
4.9087,4.7491,-4.7441,1.5336,1.5246,1.4763
4.9197,4.7692,-4.765,1.5375,1.529,1.4843
4.9294,4.7878,-4.7843,1.541,1.533,1.4916
4.938,4.805,-4.802,1.5441,1.5366,1.4983
4.9456,4.8209,-4.8185,1.5469,1.5398,1.5045
4.9522,4.8355,-4.8336,1.5494,1.5428,1.5101
4.9581,4.8491,-4.8476,1.5516,1.5455,1.5154
4.9633,4.8616,-4.8604,1.5536,1.5479,1.5201
4.9678,4.8731,-4.8722,1.5554,1.5501,1.5245
4.9719,4.8838,-4.8831,1.557,1.552,1.5286
4.9754,4.8935,-4.8931,1.5584,1.5538,1.5323
4.9785,4.9025,-4.9023,1.5597,1.5554,1.5356
4.9812,4.9108,-4.9107,1.5609,1.5569,1.5387
4.9836,4.9184,-4.9185,1.5619,1.5582,1.5416
4.9856,4.9254,-4.9255,1.5628,1.5594,1.5442
4.9875,4.9319,-4.932,1.5636,1.5605,1.5465
4.9891,4.9378,-4.938,1.5644,1.5615,1.5487
4.9905,4.9432,-4.9435,1.565,1.5624,1.5507
4.9917,4.9481,-4.9484,1.5656,1.5632,1.5525
4.9928,4.9527,-4.953,1.5662,1.5639,1.5541
4.9937,4.9568,-4.9572,1.5666,1.5646,1.5556
